city,floor,id,lat,lng,osm_amenity_points_in_0.001,osm_amenity_points_in_0.005,osm_amenity_points_in_0.0075,osm_amenity_points_in_0.01,osm_building_points_in_0.001,osm_building_points_in_0.005,osm_building_points_in_0.0075,osm_building_points_in_0.01,osm_catering_points_in_0.001,osm_catering_points_in_0.005,osm_catering_points_in_0.0075,osm_catering_points_in_0.01,osm_city_closest_dist,osm_city_nearest_name,osm_city_nearest_population,osm_crossing_closest_dist,osm_crossing_points_in_0.001,osm_crossing_points_in_0.005,osm_crossing_points_in_0.0075,osm_crossing_points_in_0.01,osm_culture_points_in_0.001,osm_culture_points_in_0.005,osm_culture_points_in_0.0075,osm_culture_points_in_0.01,osm_finance_points_in_0.001,osm_finance_points_in_0.005,osm_finance_points_in_0.0075,osm_finance_points_in_0.01,osm_healthcare_points_in_0.005,osm_healthcare_points_in_0.0075,osm_healthcare_points_in_0.01,osm_historic_points_in_0.005,osm_historic_points_in_0.0075,osm_historic_points_in_0.01,osm_hotels_points_in_0.005,osm_hotels_points_in_0.0075,osm_hotels_points_in_0.01,osm_leisure_points_in_0.005,osm_leisure_points_in_0.0075,osm_leisure_points_in_0.01,osm_offices_points_in_0.001,osm_offices_points_in_0.005,osm_offices_points_in_0.0075,osm_offices_points_in_0.01,osm_shops_points_in_0.001,osm_shops_points_in_0.005,osm_shops_points_in_0.0075,osm_shops_points_in_0.01,osm_subway_closest_dist,osm_train_stop_closest_dist,osm_train_stop_points_in_0.005,osm_train_stop_points_in_0.0075,osm_train_stop_points_in_0.01,osm_transport_stop_closest_dist,osm_transport_stop_points_in_0.005,osm_transport_stop_points_in_0.0075,osm_transport_stop_points_in_0.01,per_square_meter_price,reform_count_of_houses_1000,reform_count_of_houses_500,reform_house_population_1000,reform_house_population_500,reform_mean_floor_count_1000,reform_mean_floor_count_500,reform_mean_year_building_1000,reform_mean_year_building_500,region,total_square,street,date,realty_type,price_type
Петрозаводск,,COL_217131,61.791626,34.37256861144853,5,90,136,172,0,0,0,0,0,20,25,36,1.117368835090072,Петрозаводск,280170.0,0.1256945774526192,0,22,37,48,0,1,7,15,1,8,12,13,5,8,8,5,11,13,0,0,0,2,4,8,0,9,18,21,3,51,68,77,296.3158396555417,94.84801549757228,0,0,0,0.158834979720481,4,5,7,35324.38265395127,87,34,1245.0,570.0,4.105882352941176,4.5151515151515165,1958.0114942528733,1960.264705882353,Карелия,344.86094546474305,S21165,2020-07-05,110,1
Тюмень,-1.0,COL_217240,57.158848,65.5285547193829,5,44,72,103,0,0,0,0,1,19,32,44,1.1335619797505962,Тюмень,744554.0,0.0530130311597999,3,38,74,119,1,8,8,8,1,1,6,9,2,3,6,3,4,7,0,2,4,0,2,3,0,0,3,13,0,3,10,20,297.56587653815143,1.4937178200248946,0,0,0,0.1016882730927606,8,11,24,41860.45251273703,99,32,1140.0,294.0,5.402173913043479,4.666666666666667,1975.6746987951808,1972.391304347826,Тюменская область,145.29226596748825,S12711,2020-07-05,10,1
Красноярск,0.0,COL_217277,56.01165,92.86627945524933,1,44,86,108,0,0,0,0,0,25,44,50,0.6211884887485678,Красноярск,1095286.0,0.0092696691942393,6,47,79,110,0,1,1,5,0,2,5,8,0,0,1,2,4,6,1,3,3,3,6,6,1,4,6,7,1,13,28,32,0.4502262705008002,2.307260444294556,0,0,0,0.0444741174102022,5,9,19,74252.67744783298,92,42,1540.0,843.0,5.533333333333332,6.3809523809523805,1966.233333333333,1968.642857142857,Красноярский край,262.5359875230859,S14641,2020-07-05,100,1
Уссурийск,1.0,COL_217321,43.80238,131.95655498267692,4,49,75,111,0,0,0,0,0,3,8,8,0.5862629278340623,Уссурийск,172017.0,0.2774810225196917,0,20,27,38,0,0,1,1,0,5,7,7,4,4,4,1,2,3,0,1,4,1,2,3,0,2,6,9,4,35,49,77,2231.1625983911704,2.213901976575364,0,0,0,0.2689551022314004,5,11,18,102964.37530989973,203,69,3222.0,1323.0,4.7595628415300535,5.153846153846153,1970.6,1972.0769230769224,Приморский край,118.86635511713008,S12711,2020-07-05,100,1
Сургут,,COL_217324,61.23539,73.4619823622847,4,83,121,164,0,0,0,0,0,5,8,13,3.92253676262948,Сургут,380632.0,0.0542784914020044,4,19,36,56,0,0,0,0,0,3,6,7,4,7,9,1,1,1,4,4,5,4,6,6,0,2,7,12,4,64,90,122,693.686381226559,9.45787239440306,0,0,0,0.1255092753847817,9,14,20,39505.67789311906,126,50,3305.0,1296.0,5.833333333333332,5.94,1989.1101694915253,1990.28,Ханты-Мансийский АО,192.27615889925124,S29120,2020-07-05,10,1
"Емельяновский район, пос. Солонцы",1.0,COL_217368,56.048054,92.84166325379304,0,4,9,14,0,0,0,0,0,0,0,0,4.819952443949129,Красноярск,1095286.0,0.5279574482101062,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,8,4.3286406733363485,2.6132301785957472,0,0,0,0.2085393367452025,2,4,4,23793.441583205706,0,0,,,,,,,Красноярский край,2352.707144287696,S32148,2020-07-05,10,1
Видное,1,COL_217371,55.5592699,37.70994238299138,1,20,50,79,0,0,0,1,0,1,6,8,14.17249195733352,Домодедово,133528.0,0.3088391245807566,0,6,12,26,0,2,2,3,0,4,5,7,0,0,2,3,6,7,0,0,0,2,8,12,0,0,2,3,0,7,19,35,5.78656889809258,1.7261943259279309,0,0,0,0.3614257868094633,3,4,9,86208.1334874596,209,64,2612.0,966.0,4.2727272727272725,3.65625,1960.2727272727277,1958.96875,Московская область,216.60369207177297,S10633,2020-07-05,10,1
Екатеринбург,1,COL_217391,56.7920815,60.62179740705152,4,41,74,126,0,0,0,0,0,4,7,11,5.272619543983054,Екатеринбург,1468833.0,0.0348734240468418,1,10,21,40,0,0,0,0,1,2,4,5,1,7,10,1,1,1,1,1,1,2,8,10,0,8,9,14,3,26,40,80,0.9769980189389544,1.627746150006566,0,0,0,0.1206148205973292,15,23,34,76219.3149286414,84,26,3701.0,1527.0,11.864197530864198,12.038461538461537,1994.10843373494,1998.5384615384608,Свердловская область,100.64378047981408,S21745,2020-07-05,110,1
Калуга,,COL_217394,54.509052,36.26056250555071,13,195,401,597,0,0,0,0,3,35,68,98,0.1544439116047758,Калуга,342936.0,0.0174152108848322,3,58,115,162,1,10,19,27,0,9,19,26,5,10,18,21,54,70,1,1,1,2,3,8,1,18,33,45,9,120,262,394,142.68122927790068,9.069739180686316,0,0,0,0.0764845379633479,12,31,45,59702.577594595794,375,171,3053.0,986.0,3.1294765840220387,2.5121951219512195,1935.8093922651929,1926.9024390243903,Калужская область,34.01863172125158,S12711,2020-07-05,10,1
Красноярск,,COL_217427,56.03099399999999,92.923600664979,1,12,28,49,0,0,0,0,0,2,7,13,3.879591567016902,Красноярск,1095286.0,0.141555231507711,0,20,34,48,0,0,0,0,0,2,2,5,1,2,3,0,0,0,0,1,3,0,2,4,0,1,2,5,1,6,12,18,0.1478741672587455,4.093992655936703,0,0,0,0.1291604828069174,5,7,8,39180.75075785855,59,35,1427.0,602.0,9.271186440677962,6.428571428571429,1979.830508474576,1972.3142857142857,Красноярский край,484.9575271650183,S19076,2020-07-05,100,1
Иваново,1,COL_217633,56.96091020000001,41.00997570810309,0,9,18,27,0,0,0,0,0,0,0,0,4.640588599007833,Иваново,409285.0,0.1297977156355256,0,6,24,26,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3,3,0,8,15,22,170.09196717148458,68.32735673817709,0,0,0,0.1262718668708574,4,9,14,35347.21554476011,178,45,3235.0,933.0,5.033557046979865,5.205128205128204,1946.549019607843,1973.875,Ивановская область,236.05819783552707,S28835,2020-07-05,100,1
Томск,,COL_217712,56.47526600000001,84.96325804736406,0,42,92,195,0,0,1,1,0,8,17,42,1.5675956422455242,Томск,576624.0,0.1401630221785239,0,23,61,90,0,1,3,7,0,3,5,11,2,6,13,3,3,11,4,6,8,3,4,14,0,2,3,12,0,18,50,89,202.40677860540367,2.544244114835082,0,0,0,0.1159354089733855,3,15,29,60018.33596518068,332,96,2612.0,1019.0,3.804166666666666,4.1375,1950.8602620087336,1953.822784810127,Томская область,426.902872063372,S24643,2020-07-05,100,1
Сыктывкар,2.0,COL_217818,61.78555,50.757602154929245,1,11,19,50,0,0,0,1,0,3,3,5,13.681636845861444,Сыктывкар,243536.0,0.0744030709571702,0,6,9,18,0,1,1,1,0,0,0,1,0,1,5,1,1,1,0,0,0,0,1,1,0,1,1,6,1,8,14,39,666.440523236576,70.82259987710607,0,0,0,0.0804000254437962,8,12,23,39538.7386011686,68,29,1793.0,747.0,6.838235294117648,7.517241379310343,1986.1470588235293,1989.5172413793107,Коми,73.80103926516655,S14617,2020-07-05,10,1
Железногорск,,COL_217865,52.333843,35.35720611935565,1,28,69,101,0,0,0,0,0,1,5,9,85.50572519128316,Орёл,319550.0,0.0753170100362731,1,9,24,38,0,1,2,2,0,0,2,4,1,4,9,2,7,9,0,0,0,0,2,3,0,2,2,5,1,22,45,62,389.22183613465234,3.2973536683473568,0,0,0,0.0572797672539335,4,10,16,34633.54950025309,102,41,2601.0,1085.0,6.049019607843138,5.829268292682928,1972.8431372549007,1970.2682926829264,Курская область,109.83569558679515,S12711,2020-07-05,100,1
Калуга,,COL_217903,54.49483000000001,36.210848296309976,0,18,34,52,0,0,0,0,0,2,5,9,3.7806772092529743,Калуга,342936.0,0.1146934062416659,0,9,17,23,0,0,4,5,0,0,2,3,1,1,2,4,6,6,0,0,0,0,0,0,0,0,1,2,0,15,20,30,145.6420709615709,7.131655396439752,0,0,0,0.4296484962929757,3,5,8,57399.904333829225,40,22,1250.0,670.0,10.410256410256409,10.38095238095238,2001.7692307692307,1996.952380952381,Калужская область,126.70752825128984,S6300,2020-07-05,10,1
Санкт-Петербург,1.0,COL_217910,59.92817700000001,30.35558525376771,14,333,789,1355,0,3,7,17,5,103,262,477,2.3479067724912093,Санкт-Петербург,5381736.0,0.0296731729555906,4,45,91,153,0,11,30,54,0,13,30,48,20,36,63,8,18,26,45,96,141,16,25,51,1,47,108,172,9,191,491,795,0.3681981544461036,0.5392870996061271,0,0,3,0.0679253830461672,10,53,70,104385.63950595292,420,156,7446.0,2614.0,4.831265508684863,4.7973856209150325,1881.0804020100504,1881.5033112582785,Санкт-Петербург,76.84007146924245,S10744,2020-07-05,10,1
Курск,,COL_217912,51.72354,36.190203647740624,1,70,147,209,0,6,8,8,0,15,30,39,1.8396604990425327,Курск,443212.0,0.13129802991129,0,19,38,63,0,1,6,10,0,4,10,14,1,4,6,3,8,14,0,0,1,1,5,7,0,6,12,14,1,45,83,116,433.243947212128,3.076839270151744,0,0,0,0.1288228069995149,18,24,33,45227.77781260957,96,34,996.0,200.0,5.1477272727272725,3.645161290322581,1960.443181818181,1957.0,Курская область,188.5787985281493,S24557,2020-07-05,100,1
Красноярск,,COL_217954,55.995922,92.95721736834577,0,11,18,23,0,0,0,0,0,1,1,1,5.309052551176371,Красноярск,1095286.0,0.0313193609666742,3,24,41,76,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2,2,0,0,0,0,0,8,12,16,5.060732693669001,0.3285487520900546,1,1,1,0.2899597361895135,2,4,8,58768.01868614362,181,33,3779.0,874.0,5.385474860335195,6.454545454545454,1970.7765363128487,1974.939393939394,Красноярский край,454.41382229713525,S2562,2020-07-05,10,1
Красноярск,,COL_218015,56.036938,92.9011628478392,0,23,44,76,0,0,0,0,0,6,13,18,3.4673809715873154,Красноярск,1095286.0,0.2439921336393407,0,4,42,56,0,0,0,1,0,1,2,2,2,4,4,0,0,1,0,1,4,1,1,1,0,1,3,6,0,9,14,36,1.2410753865989264,5.44801925565416,0,0,0,0.1440899696210684,2,13,19,74623.63442132353,67,23,3017.0,986.0,11.313432835820894,12.608695652173912,2001.5522388059696,2004.608695652174,Красноярский край,103.38547646233988,S24266,2020-07-05,10,1
Сыктывкар,1.2,COL_218067,61.6683929,50.8036548300323,1,8,18,48,0,0,0,0,0,0,1,9,1.8530905076776625,Сыктывкар,243536.0,0.1005186510208891,0,7,10,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,1,2,0,0,1,2,1,5,13,28,653.9570199043018,83.0033613764259,0,0,0,0.1129012565759097,6,8,15,26286.07106018981,134,50,1689.0,524.0,3.7563025210084033,4.0,1970.138211382114,1973.2857142857144,Коми,664.3442437636743,S18698,2020-07-05,110,1
Сыктывкар,1,COL_218068,61.70336460000001,50.80802145295753,0,1,17,43,0,0,0,0,0,0,0,2,4.190911855494897,Сыктывкар,243536.0,0.4063583453291628,0,3,11,12,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,17,36,657.8363987645453,79.85274756507617,0,0,0,0.2982006544022316,4,9,14,44624.729178092384,72,6,1135.0,77.0,6.53225806451613,8.0,1995.4444444444448,2000.0,Коми,126.63382174147164,S18509,2020-07-05,110,1
Сыктывкар,1,COL_218069,61.70336460000001,50.80807635307822,0,1,17,43,0,0,0,0,0,0,0,2,4.190911855494897,Сыктывкар,243536.0,0.4063583453291628,0,3,11,12,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,17,36,657.8363987645453,79.85274756507617,0,0,0,0.2982006544022316,4,9,14,48306.83059712168,72,6,1135.0,77.0,6.53225806451613,8.0,1995.4444444444448,2000.0,Коми,65.41517961205854,S18509,2020-07-05,110,1
Сыктывкар,1,COL_218070,61.638891,50.82246860156249,0,6,11,18,0,0,0,0,0,1,2,2,3.3928149661702234,Сыктывкар,243536.0,0.1114988685303059,0,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,0,4,6,11,650.8942775705376,86.3534699840893,0,0,0,0.0693574277008951,5,11,16,25176.990450839297,25,3,343.0,23.0,6.1111111111111125,7.666666666666668,1993.65,1996.0,Коми,161.89385335625462,S14868,2020-07-05,110,1
Пермь,1,COL_218072,58.0124899,56.23068168178647,2,44,134,213,0,1,2,2,1,20,50,71,1.1165601593893757,Пермь,1055397.0,0.0378889171986457,4,46,77,118,0,0,7,12,1,4,11,16,1,2,7,2,6,7,2,7,9,3,5,8,0,9,16,20,0,19,54,89,273.1317384426356,1.661911756841714,0,0,0,0.2916878906211098,9,10,31,66577.12497467308,64,16,1033.0,182.0,6.881355932203388,5.071428571428571,1961.983870967742,1944.125,Пермский край,265.3013329536123,S18818,2020-07-05,110,1
Железногорск,,COL_218101,52.35073,35.350387697628044,1,40,71,104,0,0,0,0,0,5,8,11,84.218460866182,Орёл,319550.0,0.1526409319034279,0,12,23,35,0,0,0,0,0,2,3,4,1,2,4,1,3,3,1,1,1,0,1,3,0,1,4,5,1,30,52,75,387.58988252800657,2.8796517626941114,0,0,0,0.2162259387445678,11,19,27,19898.33612352115,172,45,4270.0,1176.0,8.538461538461537,9.644444444444442,1992.0647058823529,1994.844444444445,Курская область,238.4118938664564,S12711,2020-07-05,110,1
Берсеневка,"1,2",COL_218107,54.207701,45.09376089914517,2,4,4,4,0,0,0,0,0,0,0,0,6.487774503208035,Саранск,302285.0,0.0389941838354817,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,240.11691628269065,7.639359095846369,0,0,0,0.1154420894172132,1,1,1,24600.336098773263,8,6,0.0,0.0,,,,,Мордовия,319.67042923418234,S24233,2020-07-05,10,1
Берсеневка,1,COL_218108,54.207701,45.09433591374872,2,4,4,4,0,0,0,0,0,0,0,0,6.487774503208035,Саранск,302285.0,0.0389941838354817,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,240.11691628269065,7.639359095846369,0,0,0,0.1154420894172132,1,1,1,26785.580776019106,8,6,0.0,0.0,,,,,Мордовия,239.0091913083197,S24233,2020-07-05,10,1
Тула,цоколь,COL_218241,54.22656329999999,37.61916461387531,2,10,12,38,0,0,0,0,0,0,0,1,3.7315827304560494,Тула,479105.0,0.7943317709689542,0,0,1,7,0,0,0,1,0,0,0,0,2,2,4,0,0,1,0,0,0,0,0,1,0,0,0,0,2,7,9,28,146.0250584354422,3.6588563627230655,0,0,0,0.7952900715808329,0,2,10,25018.80364723749,86,39,1883.0,571.0,5.223529411764706,3.9743589743589753,1972.571428571429,1970.684210526316,Тульская область,330.3115575197573,S25715,2020-07-05,110,1
Новосибирск,"1, подвал",COL_218316,55.0398578,82.90375726949217,0,56,124,186,0,2,2,3,0,10,28,36,1.9698624205918671,Новосибирск,1625600.0,0.1727283760439529,0,17,39,67,0,5,5,7,0,3,12,15,3,9,12,0,2,5,1,2,4,8,14,18,1,5,8,14,0,29,59,97,0.5031543022559807,0.5644966124402251,0,7,10,0.2512648304404005,5,11,18,32818.76971767895,146,51,3901.0,1496.0,8.382978723404255,9.183673469387756,1975.25,1977.0,Новосибирская область,391.3309399005801,S11958,2020-07-05,10,1
Москва,1,COL_218329,55.7608449,37.649262056910594,20,253,460,792,0,2,2,10,7,73,119,204,2.1650167018528883,Москва,12630289.0,0.0769490997648437,2,68,115,202,2,12,22,33,0,8,12,34,22,40,72,15,29,56,17,33,51,14,25,43,1,18,40,78,4,110,214,351,0.9111158239032322,0.8719815288467959,0,0,0,0.1505008745493426,9,15,47,413460.0644915956,310,115,4084.0,1597.0,5.241042345276873,5.2368421052631575,1919.4657980456027,1924.59649122807,Москва,231.1057541131456,S13975,2020-07-05,10,1
Сургут,,COL_218401,61.233852,73.44353366844364,4,43,86,141,0,0,0,0,0,4,9,15,3.2373202233337928,Сургут,380632.0,0.0932812519489831,0,7,19,32,0,0,0,0,0,3,5,8,0,7,11,0,0,0,1,1,2,3,3,3,0,0,4,6,4,32,58,102,693.4983664579788,8.840900731195374,0,0,0,0.06971586145022,4,9,16,24416.992788002703,75,24,2071.0,426.0,5.64,4.416666666666667,1991.107142857143,1980.9375,Ханты-Мансийский АО,2379.4494475399506,S14462,2020-07-05,10,1
Красноярск,-1.0,COL_218429,56.025654,92.78416478564286,0,16,20,27,0,0,0,0,0,2,2,2,5.947082264307525,Красноярск,1095286.0,0.1784983067774923,0,7,14,25,0,0,0,0,0,3,3,4,1,2,2,0,0,0,0,0,0,0,0,0,0,1,2,2,0,10,12,18,0.383918799183752,1.5849129441301313,0,0,0,0.1425077902799723,6,8,15,25251.41554496916,126,34,2723.0,682.0,6.060344827586207,5.59375,1973.623931623932,1972.8484848484848,Красноярский край,81.73799192858364,S6033,2020-07-05,10,1
Ангарск,,COL_218568,52.5075,103.86167332676762,4,32,94,159,0,0,0,0,0,5,17,27,3.0856180028152487,Ангарск,226374.0,0.0459269163703874,3,12,21,42,0,1,2,2,2,2,7,9,3,5,9,0,3,3,0,0,1,0,3,5,0,0,0,4,2,18,50,90,63.51795833561415,6.094905930471808,0,0,0,0.023340502039971,5,12,22,58266.692095969374,134,33,4829.0,1431.0,5.746268656716418,5.484848484848484,1978.8432835820893,1980.575757575757,Иркутская область,231.29852605674648,S8748,2020-07-05,10,1
Новокузнецк,1.0,COL_218574,53.759098,87.13072507858202,1,42,77,122,0,0,0,0,0,4,11,19,0.5982394365621455,Новокузнецк,552105.0,0.1756504709144911,0,16,36,58,0,8,13,18,0,2,4,5,3,7,8,1,4,8,2,3,4,5,8,10,0,0,0,2,1,15,24,46,304.00079607759284,4.642810068339856,0,0,0,0.1960243134997814,4,7,21,42555.42752689287,176,55,3595.0,1044.0,6.618181818181817,5.62962962962963,1968.5329341317365,1962.4444444444448,Кемеровская область,235.9511015053156,S24603,2020-07-05,10,1
Томск,1.0,COL_218647,56.506878,84.95231077287977,5,41,66,121,0,0,0,0,0,7,9,12,2.03146888975007,Томск,576624.0,0.1126834514172754,0,19,38,51,0,0,0,0,2,6,7,11,2,4,9,0,0,0,0,2,4,0,0,1,0,1,4,4,3,28,44,84,204.7470996889872,3.060854900322952,0,0,0,0.1694391494613784,10,15,27,48505.88978016809,223,66,2001.0,692.0,3.811111111111111,4.280701754385965,1951.827777777777,1963.344827586207,Томская область,77.51635970478165,S32158,2020-07-05,10,1
Орёл,,COL_218728,52.97881,36.08222837021079,3,24,40,88,0,0,0,0,0,2,2,9,1.3295736209696138,Орёл,319550.0,0.1005227952036239,0,8,11,30,0,0,0,2,0,0,2,6,0,0,1,0,0,1,0,0,0,1,4,6,0,2,2,5,3,20,28,56,300.975849448809,75.03625940532575,0,0,0,0.1589330789303106,4,6,16,41681.30532601059,149,42,3499.0,1059.0,7.013888888888888,6.976190476190476,1976.243055555556,1976.904761904762,Орловская область,75.76538151335913,S2108,2020-07-05,110,1
Красноярск,,COL_218834,56.05741999999999,92.90553342409368,0,4,46,66,0,0,0,0,0,3,10,12,5.709411361082008,Красноярск,1095286.0,0.3247988040859758,0,15,36,63,0,0,0,0,0,0,1,4,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,32,47,3.0039663060026465,7.215460481708537,0,0,0,0.2997475219259164,4,8,18,63103.00869039501,59,17,2785.0,768.0,11.254237288135592,10.235294117647056,2003.8474576271187,2000.117647058824,Красноярский край,78.9502767521498,S23579,2020-07-05,100,1
Новокузнецк,,COL_219021,53.77311,87.2059279661663,0,5,11,12,0,0,0,0,0,0,0,0,4.745188682001517,Новокузнецк,552105.0,0.1035888458669598,0,11,13,16,0,0,0,0,0,2,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,2,3,307.5985427336895,4.085442693994076,0,0,0,0.0834760000641353,4,5,7,57909.31822649903,170,61,2546.0,1009.0,5.031847133757962,4.842105263157895,1967.8980891719743,1960.59649122807,Кемеровская область,386.24181193977455,S24097,2020-07-05,110,1
Нижний Новгород,1.0,COL_219075,56.35219,43.87688263205479,1,37,89,132,0,0,0,0,0,7,16,21,8.466387725868747,Нижний Новгород,1252236.0,0.0906827700326574,0,5,22,36,0,0,0,1,0,5,14,16,0,0,3,0,5,10,0,1,2,4,4,4,0,4,5,6,0,22,51,74,2.5001951881680227,0.0521829507790643,1,1,1,0.0728709056177572,2,15,26,59699.32711211643,77,25,1455.0,400.0,6.6891891891891895,9.136363636363637,1969.054054054054,1984.6818181818185,Нижегородская область,623.3738603135267,S24939,2020-07-05,10,1
Ангарск,,COL_219217,52.54986,103.88738079940651,3,18,59,103,0,0,0,0,1,4,11,17,2.092628314647275,Ангарск,226374.0,0.0490010113363018,5,31,86,150,0,0,0,4,0,1,5,8,1,3,8,0,0,0,0,0,0,0,3,3,0,0,1,3,1,9,33,51,59.92403370086311,1.953418276083296,0,0,0,0.1053797149496926,4,11,15,37476.95202461174,441,138,1702.0,409.0,2.4069767441860463,2.194690265486725,1953.0652173913047,1952.555555555556,Иркутская область,71.03032280351455,S9675,2020-07-05,10,1
Новокузнецк,,COL_219295,53.77559300000001,87.1285665588467,1,35,49,59,0,0,0,0,0,7,10,13,2.1056557076383897,Новокузнецк,552105.0,0.1003585666764435,0,4,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,26,36,41,303.0280796351206,3.1152592217349264,0,0,0,0.0655803739564516,5,8,18,63409.67445190381,146,31,2425.0,622.0,6.904411764705883,6.392857142857142,1974.0072463768115,1970.5172413793107,Кемеровская область,52.499875275736414,S10284,2020-07-05,100,1
Усть-Илимск,,COL_219296,57.95731,102.7442867726364,2,13,27,36,0,0,0,0,0,0,1,4,211.7184489117601,Братск,231602.0,0.1032388414419745,0,6,9,10,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,1,12,25,30,591.5216426274711,5.6573814873012,0,0,0,0.1012107684232018,5,9,13,43985.912295280745,90,26,2426.0,670.0,6.7333333333333325,6.538461538461537,1978.4333333333327,1978.192307692308,Иркутская область,91.21102168046764,S6382,2020-07-05,10,1
Брянск,,COL_219440,53.29883,34.31282828715544,0,21,32,47,0,0,0,0,0,2,2,2,7.32699560232417,Брянск,406553.0,0.0866130192296547,0,10,25,66,0,0,0,0,0,2,2,2,1,1,1,1,3,3,0,1,2,1,1,1,0,1,2,2,0,14,21,34,325.05655691152174,5.195773090141041,0,0,0,0.111526621397451,8,11,17,62194.38630228637,134,52,2105.0,941.0,5.1492537313432845,6.461538461538463,1960.7238805970148,1973.423076923077,Брянская область,38.54045585962928,S4700,2020-07-05,110,1
Санкт-Петербург,,COL_219771,59.928425,30.31887870073941,17,416,725,1157,0,0,1,2,8,148,248,393,1.146523900768944,Санкт-Петербург,5381736.0,0.0270475725382124,5,48,88,163,0,4,14,39,0,11,19,32,14,20,43,11,25,55,38,72,118,9,26,40,1,58,101,161,14,261,432,647,0.2626117290530817,1.4347099531393497,0,0,0,0.2091241207520876,24,34,73,324456.3030150623,237,84,4803.0,1846.0,4.575757575757576,4.549295774647887,1850.146464646465,1836.3428571428567,Санкт-Петербург,475.4353623786402,S6752,2020-07-05,10,1
Брянск,,COL_219878,53.26841999999999,34.34532214327415,0,1,1,11,0,0,0,0,0,0,0,2,3.329991450529792,Брянск,406553.0,0.8260112240964979,0,0,0,6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,3,0,1,1,6,326.57542103925744,3.1736405050965257,0,0,0,0.290922305518156,2,3,12,42786.66598948176,34,6,1123.0,242.0,11.852941176470589,14.833333333333336,2009.1470588235293,2016.5,Брянская область,743.9233523786304,S30371,2020-07-05,10,1
Новосибирск,,COL_219894,55.02685,82.917174588666,2,118,223,344,0,1,4,4,1,55,89,134,0.5831877316461984,Новосибирск,1625600.0,0.0715221237423928,0,54,96,126,0,4,9,16,1,10,16,22,10,14,22,2,5,9,1,1,3,3,7,8,0,7,17,33,0,43,89,138,0.5261305494043459,1.0037690025185144,0,0,0,0.1938562746587818,4,16,27,44775.42341236257,160,71,3333.0,1355.0,5.782894736842105,5.621212121212121,1961.264516129032,1962.2463768115945,Новосибирская область,306.7307677588152,S13992,2020-07-05,10,1
Томск,1.0,COL_220012,56.51461800000001,85.02868842300397,0,27,61,106,0,0,0,0,0,3,5,11,5.3431614710767255,Томск,576624.0,0.2333254728436552,0,4,12,27,0,0,0,0,0,1,2,4,0,1,3,0,0,0,0,0,1,1,2,3,0,0,1,3,0,21,51,80,208.3433237338116,2.387992665866581,0,0,0,0.1420638180448446,8,16,26,23994.4503656583,126,42,2725.0,871.0,6.181818181818183,6.394736842105262,1981.1333333333328,1982.657894736842,Томская область,597.5965184233801,S23839,2020-07-12,10,1
Красноярск,,COL_220022,56.047882,92.9107834429295,5,29,73,123,0,0,0,0,0,5,17,31,4.838383475293305,Красноярск,1095286.0,0.0888206752457648,0,26,54,85,0,0,1,2,1,2,8,12,1,2,6,0,2,2,4,4,5,0,1,1,1,1,4,8,2,17,39,67,1.917410304689364,6.143707357831073,0,0,0,0.0729765772068517,7,13,23,98958.0560980442,82,18,3860.0,683.0,11.621951219512196,15.388888888888893,2004.9634146341464,2011.9444444444448,Красноярский край,384.7286567783788,S2682,2020-07-12,100,1
Екатеринбург,,COL_220033,56.84108000000001,60.56334399293807,1,26,86,200,0,0,0,0,0,4,11,19,2.9031097656759925,Екатеринбург,1468833.0,0.0892341300893836,0,9,20,51,0,0,2,4,0,0,2,7,2,5,14,1,2,2,0,0,6,2,11,22,0,4,15,23,1,17,52,125,3.53694111571208,1.962955162543635,0,0,0,0.062286843657789,5,21,31,27897.338561062985,80,3,2425.0,182.0,7.946666666666666,12.666666666666664,1975.4050632911392,2007.0,Свердловская область,1481.2882565678487,S7249,2020-07-12,10,1
